recipe_season_id,recipe_id,season_start,season_end,created_id,created_at,updated_id,updated_at
4387,97,401,630,12,2018-01-18 23:19:34,12,2018-01-18 23:19:34
4388,97,1001,1130,12,2018-01-18 23:19:34,12,2018-01-18 23:19:34
4392,135,701,931,12,2018-01-18 23:27:23,12,2018-01-18 23:27:23
4393,145,701,1231,12,2018-01-18 23:29:48,12,2018-01-18 23:29:48
4397,1161,601,931,12,2018-01-19 00:13:43,12,2018-01-19 00:13:43
4405,2215,501,531,12,2018-01-19 17:02:52,12,2018-01-19 17:02:52
4406,2257,1201,228,12,2018-01-19 21:29:16,12,2018-01-19 21:29:16
4407,2259,101,1231,12,2018-01-19 21:51:13,12,2018-01-19 21:51:13
4410,2264,101,1231,12,2018-01-19 22:21:18,12,2018-01-19 22:21:18
4411,2267,1101,228,12,2018-01-19 22:30:11,12,2018-01-19 22:30:11
4413,2269,1201,228,12,2018-01-19 22:38:16,12,2018-01-19 22:38:16
4414,2270,1201,228,12,2018-01-19 22:47:06,12,2018-01-19 22:47:06
4415,2271,901,1130,12,2018-01-19 22:53:52,12,2018-01-19 22:53:52
4417,2274,901,1130,12,2018-01-19 23:05:13,12,2018-01-19 23:05:13
4418,2275,101,1231,12,2018-01-19 23:13:05,12,2018-01-19 23:13:05
4419,2276,1101,228,12,2018-01-19 23:16:52,12,2018-01-19 23:16:52
4420,2277,701,931,12,2018-01-19 23:21:35,12,2018-01-19 23:21:35
4421,2278,1101,228,12,2018-01-19 23:28:03,12,2018-01-19 23:28:03
4422,2279,101,1231,12,2018-01-19 23:31:33,12,2018-01-19 23:31:33
4423,2280,101,1231,12,2018-01-19 23:35:48,12,2018-01-19 23:35:48
4424,2281,101,1231,12,2018-01-19 23:38:10,12,2018-01-19 23:38:10
4425,2281,1101,228,12,2018-01-19 23:38:10,12,2018-01-19 23:38:10
4426,2281,401,630,12,2018-01-19 23:38:10,12,2018-01-19 23:38:10
4427,2283,1201,228,12,2018-01-19 23:41:10,12,2018-01-19 23:41:10
4429,2285,101,1231,12,2018-01-19 23:45:55,12,2018-01-19 23:45:55
4430,2286,101,1231,12,2018-01-19 23:50:25,12,2018-01-19 23:50:25
4431,2292,1001,1231,12,2018-01-19 23:53:29,12,2018-01-19 23:53:29
4434,2342,1201,131,12,2018-01-20 00:10:22,12,2018-01-20 00:10:22
4435,2373,1101,315,12,2018-01-20 00:19:19,12,2018-01-20 00:19:19
4436,2375,101,1231,12,2018-01-20 00:22:15,12,2018-01-20 00:22:15
4437,2377,601,831,12,2018-01-20 00:24:07,12,2018-01-20 00:24:07
4438,2402,215,515,12,2018-01-20 00:29:37,12,2018-01-20 00:29:37
4439,2402,901,1031,12,2018-01-20 00:29:37,12,2018-01-20 00:29:37
4440,2404,1101,228,12,2018-01-20 00:32:22,12,2018-01-20 00:32:22
4441,2405,101,1231,12,2018-01-20 00:33:41,12,2018-01-20 00:33:41
4443,2421,201,430,12,2018-01-20 17:46:31,12,2018-01-20 17:46:31
4444,2422,215,515,12,2018-01-20 17:49:27,12,2018-01-20 17:49:27
4445,2422,901,1031,12,2018-01-20 17:49:27,12,2018-01-20 17:49:27
4448,2429,101,1231,12,2018-01-20 18:05:56,12,2018-01-20 18:05:56
4449,2438,101,1231,12,2018-01-20 18:07:32,12,2018-01-20 18:07:32
4450,2438,301,531,12,2018-01-20 18:07:32,12,2018-01-20 18:07:32
4451,2439,101,1231,12,2018-01-20 18:08:48,12,2018-01-20 18:08:48
4452,2440,101,1231,12,2018-01-20 18:11:13,12,2018-01-20 18:11:13
4453,2440,301,531,12,2018-01-20 18:11:13,12,2018-01-20 18:11:13
4454,2441,101,1231,12,2018-01-20 18:13:30,12,2018-01-20 18:13:30
4455,2703,601,930,12,2018-01-20 21:03:19,12,2018-01-20 21:03:19
4463,34,601,831,12,2018-01-22 21:46:29,12,2018-01-22 21:46:29
4464,37,601,831,12,2018-01-22 21:48:25,12,2018-01-22 21:48:25
4486,2341,1101,331,5,2018-01-25 11:59:41,5,2018-01-25 11:59:41
4487,3098,801,1231,5,2018-01-26 10:05:58,5,2018-01-26 10:05:58
4488,2906,1115,331,5,2018-01-26 10:29:38,5,2018-01-26 10:29:38
4489,175,1101,231,5,2018-01-29 15:03:17,5,2018-01-29 15:03:17
4490,209,601,1031,5,2018-02-02 11:30:45,5,2018-02-02 11:30:45
4495,284,1201,231,5,2018-02-02 13:35:38,5,2018-02-02 13:35:38
4496,132,701,931,5,2018-02-03 14:46:07,5,2018-02-03 14:46:07
4498,302,1001,1131,5,2018-02-03 14:55:09,5,2018-02-03 14:55:09
4504,134,701,931,12,2018-02-13 17:06:24,12,2018-02-13 17:06:24
4505,2171,301,431,12,2018-02-13 17:22:52,12,2018-02-13 17:22:52
4507,3110,1101,431,15,2018-02-13 18:33:22,15,2018-02-13 18:33:22
4508,344,401,531,12,2018-02-13 19:13:36,12,2018-02-13 19:13:36
4509,311,1130,228,12,2018-02-13 19:17:22,12,2018-02-13 19:17:22
4511,195,701,931,12,2018-02-14 10:18:04,12,2018-02-14 10:18:04
4517,3120,1101,228,5,2018-02-17 12:07:29,5,2018-02-17 12:07:29
4519,146,701,1231,5,2018-02-17 14:57:25,5,2018-02-17 14:57:25
4522,193,101,231,5,2018-02-17 15:04:47,5,2018-02-17 15:04:47
4523,3113,201,431,15,2018-02-19 18:13:19,15,2018-02-19 18:13:19
4524,48,701,1231,12,2018-02-20 15:38:22,12,2018-02-20 15:38:22
4525,208,601,1031,12,2018-02-20 15:58:49,12,2018-02-20 15:58:49
4526,2284,101,1231,12,2018-02-20 16:07:05,12,2018-02-20 16:07:05
4527,2268,101,1231,15,2018-02-21 10:35:30,15,2018-02-21 10:35:30
4528,2330,101,1231,5,2018-02-26 09:09:30,5,2018-02-26 09:09:30
4531,36,601,831,5,2018-02-26 09:22:20,5,2018-02-26 09:22:20
4546,1708,1101,331,5,2018-03-03 16:09:39,5,2018-03-03 16:09:39
4550,2428,101,1231,15,2018-03-08 10:39:48,15,2018-03-08 10:39:48
4551,2428,301,531,15,2018-03-08 10:39:48,15,2018-03-08 10:39:48
4556,2805,501,631,5,2018-03-10 11:26:48,5,2018-03-10 11:26:48
4557,2805,901,1031,5,2018-03-10 11:26:48,5,2018-03-10 11:26:48
4559,2803,501,1001,5,2018-03-10 11:37:16,5,2018-03-10 11:37:16
4562,3125,601,831,5,2018-03-10 11:46:21,5,2018-03-10 11:46:21
4563,2919,1101,231,5,2018-03-10 11:52:09,5,2018-03-10 11:52:09
4567,3127,101,331,5,2018-03-17 09:35:09,5,2018-03-17 09:35:09
4568,1741,315,531,5,2018-03-17 09:39:40,5,2018-03-17 09:39:40
4569,2898,401,531,5,2018-03-17 09:57:06,5,2018-03-17 09:57:06
4582,8,315,715,5,2018-03-23 23:16:36,5,2018-03-23 23:16:36
4601,3123,101,1231,5,2018-04-13 15:43:25,5,2018-04-13 15:43:25
4603,1723,101,1231,5,2018-04-13 15:58:57,5,2018-04-13 15:58:57
4613,2968,1001,131,15,2018-04-27 12:19:04,15,2018-04-27 12:19:04
4614,2968,401,630,15,2018-04-27 12:19:04,15,2018-04-27 12:19:04
4617,3131,215,515,5,2018-05-03 14:31:37,5,2018-05-03 14:31:37
4618,3131,901,1031,5,2018-05-03 14:31:37,5,2018-05-03 14:31:37
4619,3133,601,931,5,2018-05-03 15:04:07,5,2018-05-03 15:04:07
4621,2329,1101,215,15,2018-05-09 11:01:27,15,2018-05-09 11:01:27
4624,1732,401,831,15,2018-05-09 13:41:16,15,2018-05-09 13:41:16
4625,1732,1101,1231,15,2018-05-09 13:41:16,15,2018-05-09 13:41:16
4632,11,215,515,5,2018-05-24 09:06:24,5,2018-05-24 09:06:24
4633,11,901,1031,5,2018-05-24 09:06:24,5,2018-05-24 09:06:24
4635,2899,501,1001,5,2018-05-24 09:27:24,5,2018-05-24 09:27:24
4636,1880,601,1031,5,2018-05-24 10:20:36,5,2018-05-24 10:20:36
4637,3101,1001,1231,5,2018-05-24 10:26:17,5,2018-05-24 10:26:17
4639,2175,601,1031,5,2018-05-24 10:51:44,5,2018-05-24 10:51:44
4646,1813,501,631,5,2018-05-24 11:36:34,5,2018-05-24 11:36:34
4647,1813,901,1031,5,2018-05-24 11:36:34,5,2018-05-24 11:36:34
4648,17,601,931,15,2018-05-24 13:12:21,15,2018-05-24 13:12:21
4649,25,601,931,15,2018-05-24 13:15:49,15,2018-05-24 13:15:49
4650,18,601,930,15,2018-05-24 13:17:02,15,2018-05-24 13:17:02
4651,40,301,531,15,2018-05-24 13:19:34,15,2018-05-24 13:19:34
4652,40,1001,1130,15,2018-05-24 13:19:34,15,2018-05-24 13:19:34
4653,38,501,631,15,2018-05-24 13:25:09,15,2018-05-24 13:25:09
4654,38,901,1031,15,2018-05-24 13:25:09,15,2018-05-24 13:25:09
4655,67,601,831,15,2018-05-24 13:27:08,15,2018-05-24 13:27:08
4656,66,601,831,15,2018-05-24 13:27:55,15,2018-05-24 13:27:55
4657,65,601,831,15,2018-05-24 13:28:45,15,2018-05-24 13:28:45
4658,64,601,831,15,2018-05-24 13:29:30,15,2018-05-24 13:29:30
4659,62,601,831,15,2018-05-24 13:30:26,15,2018-05-24 13:30:26
4660,77,1101,231,15,2018-05-24 13:31:16,15,2018-05-24 13:31:16
4661,77,401,531,15,2018-05-24 13:31:16,15,2018-05-24 13:31:16
4662,72,701,931,15,2018-05-24 13:31:59,15,2018-05-24 13:31:59
4663,83,901,1031,15,2018-05-24 13:34:41,15,2018-05-24 13:34:41
4664,81,1201,431,15,2018-05-24 13:35:21,15,2018-05-24 13:35:21
4665,80,601,931,15,2018-05-24 13:36:15,15,2018-05-24 13:36:15
4666,126,601,931,15,2018-05-24 13:42:15,15,2018-05-24 13:42:15
4667,136,701,931,15,2018-05-24 13:43:29,15,2018-05-24 13:43:29
4668,133,701,931,15,2018-05-24 13:44:11,15,2018-05-24 13:44:11
4669,131,701,931,15,2018-05-24 13:44:54,15,2018-05-24 13:44:54
4670,129,701,931,15,2018-05-24 13:45:34,15,2018-05-24 13:45:34
4671,138,301,531,15,2018-05-24 13:47:46,15,2018-05-24 13:47:46
4672,156,601,831,15,2018-05-24 13:48:29,15,2018-05-24 13:48:29
4673,155,601,831,15,2018-05-24 13:49:06,15,2018-05-24 13:49:06
4674,154,601,930,15,2018-05-24 13:49:44,15,2018-05-24 13:49:44
4675,151,601,831,15,2018-05-24 13:50:54,15,2018-05-24 13:50:54
4676,150,601,831,15,2018-05-24 13:51:31,15,2018-05-24 13:51:31
4677,165,1101,231,15,2018-05-24 13:53:12,15,2018-05-24 13:53:12
4678,162,1101,331,15,2018-05-24 13:54:38,15,2018-05-24 13:54:38
4679,161,1101,331,15,2018-05-24 13:55:16,15,2018-05-24 13:55:16
4680,176,1101,331,15,2018-05-24 13:55:57,15,2018-05-24 13:55:57
4681,174,1101,231,15,2018-05-24 13:56:40,15,2018-05-24 13:56:40
4682,173,1101,231,15,2018-05-24 13:57:22,15,2018-05-24 13:57:22
4683,172,1101,231,15,2018-05-24 13:58:00,15,2018-05-24 13:58:00
4684,178,1101,231,15,2018-05-24 14:01:33,15,2018-05-24 14:01:33
4685,194,101,231,15,2018-05-24 14:02:55,15,2018-05-24 14:02:55
4686,191,401,831,15,2018-05-24 14:03:38,15,2018-05-24 14:03:38
4687,191,1101,1231,15,2018-05-24 14:03:38,15,2018-05-24 14:03:38
4688,189,701,831,15,2018-05-24 14:04:23,15,2018-05-24 14:04:23
4689,205,301,531,15,2018-05-24 14:07:02,15,2018-05-24 14:07:02
4690,211,601,1030,15,2018-05-24 14:08:36,15,2018-05-24 14:08:36
4691,213,1201,631,15,2018-05-24 14:09:10,15,2018-05-24 14:09:10
4692,224,1101,231,15,2018-05-24 14:10:34,15,2018-05-24 14:10:34
4693,224,401,531,15,2018-05-24 14:10:34,15,2018-05-24 14:10:34
4694,221,1101,231,15,2018-05-24 14:11:51,15,2018-05-24 14:11:51
4695,221,401,531,15,2018-05-24 14:11:51,15,2018-05-24 14:11:51
4696,237,601,831,15,2018-05-24 14:13:05,15,2018-05-24 14:13:05
4697,246,901,1131,15,2018-05-24 14:14:37,15,2018-05-24 14:14:37
4698,243,901,1131,15,2018-05-24 14:15:20,15,2018-05-24 14:15:20
4699,240,101,1231,15,2018-05-24 14:16:19,15,2018-05-24 14:16:19
4700,241,901,1130,15,2018-05-24 14:17:24,15,2018-05-24 14:17:24
4701,256,601,831,15,2018-05-24 14:18:36,15,2018-05-24 14:18:36
4702,254,401,531,15,2018-05-24 14:19:12,15,2018-05-24 14:19:12
4703,253,1201,231,15,2018-05-24 14:20:33,15,2018-05-24 14:20:33
4704,251,701,931,15,2018-05-24 14:21:19,15,2018-05-24 14:21:19
4705,252,701,931,15,2018-05-24 14:22:00,15,2018-05-24 14:22:00
4706,264,1201,231,15,2018-05-24 14:23:16,15,2018-05-24 14:23:16
4707,258,101,1231,15,2018-05-24 14:25:23,15,2018-05-24 14:25:23
4708,277,1201,431,15,2018-05-24 14:26:04,15,2018-05-24 14:26:04
4709,270,701,931,15,2018-05-24 14:28:15,15,2018-05-24 14:28:15
4710,204,601,1031,15,2018-05-25 14:26:02,15,2018-05-25 14:26:02
4711,200,301,531,15,2018-05-25 14:27:14,15,2018-05-25 14:27:14
4712,278,1201,430,15,2018-05-25 14:32:11,15,2018-05-25 14:32:11
4713,296,1001,1131,15,2018-05-25 14:34:30,15,2018-05-25 14:34:30
4714,293,1101,231,15,2018-05-25 14:36:05,15,2018-05-25 14:36:05
4715,293,401,531,15,2018-05-25 14:36:05,15,2018-05-25 14:36:05
4716,290,1001,131,15,2018-05-25 14:37:19,15,2018-05-25 14:37:19
4717,290,401,630,15,2018-05-25 14:37:19,15,2018-05-25 14:37:19
4718,289,1101,231,15,2018-05-25 14:38:02,15,2018-05-25 14:38:02
4719,307,315,531,15,2018-05-25 14:38:43,15,2018-05-25 14:38:43
4720,307,915,1130,15,2018-05-25 14:38:43,15,2018-05-25 14:38:43
4721,306,301,531,15,2018-05-25 14:39:20,15,2018-05-25 14:39:20
4722,306,901,1131,15,2018-05-25 14:39:20,15,2018-05-25 14:39:20
4723,305,1101,131,15,2018-05-25 14:40:13,15,2018-05-25 14:40:13
4724,305,401,531,15,2018-05-25 14:40:13,15,2018-05-25 14:40:13
4725,303,601,931,15,2018-05-25 14:40:49,15,2018-05-25 14:40:49
4726,316,101,1231,15,2018-05-25 14:42:40,15,2018-05-25 14:42:40
4727,327,101,1231,15,2018-05-25 14:44:26,15,2018-05-25 14:44:26
4728,323,1101,131,15,2018-05-25 14:45:14,15,2018-05-25 14:45:14
4729,323,401,531,15,2018-05-25 14:45:14,15,2018-05-25 14:45:14
4730,322,1201,631,15,2018-05-25 14:45:51,15,2018-05-25 14:45:51
4731,343,1101,228,15,2018-05-25 15:52:14,15,2018-05-25 15:52:14
4732,362,301,431,15,2018-05-25 15:54:30,15,2018-05-25 15:54:30
4733,9,101,1231,15,2018-05-31 10:50:50,15,2018-05-31 10:50:50
4734,13,101,1231,15,2018-05-31 10:51:39,15,2018-05-31 10:51:39
4735,13,501,1031,15,2018-05-31 10:51:39,15,2018-05-31 10:51:39
4736,119,101,1231,15,2018-05-31 10:55:06,15,2018-05-31 10:55:06
4737,163,1101,231,15,2018-05-31 10:57:28,15,2018-05-31 10:57:28
4738,199,101,1231,15,2018-05-31 10:59:41,15,2018-05-31 10:59:41
4739,220,315,531,15,2018-05-31 11:01:40,15,2018-05-31 11:01:40
4740,236,1001,1231,15,2018-05-31 11:02:40,15,2018-05-31 11:02:40
4741,247,901,1131,15,2018-05-31 11:04:58,15,2018-05-31 11:04:58
4742,245,901,1131,15,2018-05-31 11:05:45,15,2018-05-31 11:05:45
4743,244,901,1130,15,2018-05-31 11:06:31,15,2018-05-31 11:06:31
4744,268,701,931,15,2018-05-31 11:09:18,15,2018-05-31 11:09:18
4745,287,1101,231,15,2018-05-31 11:10:03,15,2018-05-31 11:10:03
4746,309,1101,331,15,2018-05-31 11:14:37,15,2018-05-31 11:14:37
4747,328,601,831,15,2018-05-31 11:19:17,15,2018-05-31 11:19:17
4748,347,401,531,15,2018-05-31 11:20:21,15,2018-05-31 11:20:21
4749,360,101,1231,15,2018-05-31 11:23:42,15,2018-05-31 11:23:42
4750,1671,101,1231,15,2018-05-31 11:28:07,15,2018-05-31 11:28:07
4751,1676,101,1231,15,2018-05-31 11:29:11,15,2018-05-31 11:29:11
4752,1675,101,1231,15,2018-05-31 11:30:04,15,2018-05-31 11:30:04
4753,1759,101,1231,15,2018-05-31 11:37:00,15,2018-05-31 11:37:00
4754,1759,501,1031,15,2018-05-31 11:37:00,15,2018-05-31 11:37:00
4755,1771,401,631,15,2018-05-31 11:38:41,15,2018-05-31 11:38:41
4756,1765,1201,531,15,2018-05-31 11:40:09,15,2018-05-31 11:40:09
4757,1776,1101,228,15,2018-05-31 11:44:46,15,2018-05-31 11:44:46
4758,1784,901,1130,15,2018-05-31 11:45:39,15,2018-05-31 11:45:39
4759,123,701,831,15,2018-05-31 13:58:17,15,2018-05-31 13:58:17
4760,1936,401,631,15,2018-05-31 15:16:36,15,2018-05-31 15:16:36
4761,1935,501,931,15,2018-05-31 15:17:29,15,2018-05-31 15:17:29
4762,1978,601,831,15,2018-05-31 15:19:51,15,2018-05-31 15:19:51
4763,1988,601,931,15,2018-05-31 15:20:59,15,2018-05-31 15:20:59
4764,3100,1101,331,15,2018-06-05 11:44:12,15,2018-06-05 11:44:12
4765,3097,1101,331,15,2018-06-05 11:44:40,15,2018-06-05 11:44:40
4766,3013,215,515,15,2018-06-05 11:51:56,15,2018-06-05 11:51:56
4767,3013,901,1031,15,2018-06-05 11:51:56,15,2018-06-05 11:51:56
4768,2995,1101,131,15,2018-06-05 11:57:14,15,2018-06-05 11:57:14
4769,2995,401,531,15,2018-06-05 11:57:14,15,2018-06-05 11:57:14
4770,2964,101,1231,15,2018-06-05 11:59:23,15,2018-06-05 11:59:23
4771,2757,101,1231,15,2018-06-05 12:16:07,15,2018-06-05 12:16:07
4772,2757,501,1031,15,2018-06-05 12:16:07,15,2018-06-05 12:16:07
4773,2427,101,1231,15,2018-06-05 12:28:48,15,2018-06-05 12:28:48
4774,2407,101,1231,15,2018-06-05 12:30:11,15,2018-06-05 12:30:11
4775,2406,1101,228,15,2018-06-05 12:30:35,15,2018-06-05 12:30:35
4776,2403,801,1231,15,2018-06-05 12:31:08,15,2018-06-05 12:31:08
4777,2272,901,1130,15,2018-06-05 12:34:04,15,2018-06-05 12:34:04
4778,2263,1201,331,15,2018-06-05 12:34:55,15,2018-06-05 12:34:55
4779,2262,101,1231,15,2018-06-05 12:35:21,15,2018-06-05 12:35:21
4780,2261,101,1231,15,2018-06-05 12:35:46,15,2018-06-05 12:35:46
4781,2260,101,1231,15,2018-06-05 12:36:18,15,2018-06-05 12:36:18
4782,2138,301,531,15,2018-06-05 12:42:53,15,2018-06-05 12:42:53
4783,2132,1130,331,15,2018-06-05 12:44:03,15,2018-06-05 12:44:03
4784,2128,601,831,15,2018-06-05 12:45:27,15,2018-06-05 12:45:27
4785,2121,1101,131,15,2018-06-05 12:46:59,15,2018-06-05 12:46:59
4786,2121,401,531,15,2018-06-05 12:46:59,15,2018-06-05 12:46:59
4787,2115,101,1231,15,2018-06-05 12:48:52,15,2018-06-05 12:48:52
4788,2053,301,531,15,2018-06-05 12:51:51,15,2018-06-05 12:51:51
4789,2046,1001,630,15,2018-06-05 12:53:29,15,2018-06-05 12:53:29
4790,2042,401,630,15,2018-06-05 12:54:38,15,2018-06-05 12:54:38
4791,2042,1001,1130,15,2018-06-05 12:54:38,15,2018-06-05 12:54:38
4792,2038,301,531,15,2018-06-05 12:56:15,15,2018-06-05 12:56:15
4793,2022,1101,331,15,2018-06-05 12:59:24,15,2018-06-05 12:59:24
4794,2024,1001,131,15,2018-06-05 12:59:46,15,2018-06-05 12:59:46
4795,2024,401,631,15,2018-06-05 12:59:46,15,2018-06-05 12:59:46
4796,2021,1001,131,15,2018-06-05 13:00:08,15,2018-06-05 13:00:08
4797,2021,401,631,15,2018-06-05 13:00:08,15,2018-06-05 13:00:08
4798,2019,1001,131,15,2018-06-05 13:00:35,15,2018-06-05 13:00:35
4799,2019,401,630,15,2018-06-05 13:00:35,15,2018-06-05 13:00:35
4800,2020,1001,331,15,2018-06-05 13:00:57,15,2018-06-05 13:00:57
4801,2020,601,831,15,2018-06-05 13:00:57,15,2018-06-05 13:00:57
4802,2017,315,531,15,2018-06-05 13:01:43,15,2018-06-05 13:01:43
4803,2017,915,1130,15,2018-06-05 13:01:43,15,2018-06-05 13:01:43
4804,2016,1101,231,15,2018-06-05 13:02:08,15,2018-06-05 13:02:08
4805,2015,101,1231,15,2018-06-05 13:02:35,15,2018-06-05 13:02:35
4806,2014,1101,331,15,2018-06-05 13:02:58,15,2018-06-05 13:02:58
4807,2014,601,931,15,2018-06-05 13:02:58,15,2018-06-05 13:02:58
4808,2013,601,831,15,2018-06-05 13:03:19,15,2018-06-05 13:03:19
4809,2012,501,831,15,2018-06-05 13:04:18,15,2018-06-05 13:04:18
4810,2010,401,931,15,2018-06-05 13:05:08,15,2018-06-05 13:05:08
4811,2009,1001,1231,15,2018-06-05 13:05:38,15,2018-06-05 13:05:38
4812,2009,615,915,15,2018-06-05 13:05:38,15,2018-06-05 13:05:38
4813,2008,601,931,15,2018-06-05 13:06:03,15,2018-06-05 13:06:03
4814,2007,301,531,15,2018-06-05 13:06:27,15,2018-06-05 13:06:27
4815,2006,101,1231,15,2018-06-05 13:06:50,15,2018-06-05 13:06:50
4816,2005,101,1231,15,2018-06-05 13:07:14,15,2018-06-05 13:07:14
4817,2003,101,1231,15,2018-06-05 13:08:00,15,2018-06-05 13:08:00
4818,2002,901,1231,15,2018-06-05 13:08:22,15,2018-06-05 13:08:22
4819,1996,401,831,15,2018-06-05 13:09:15,15,2018-06-05 13:09:15
4820,1995,101,1231,15,2018-06-05 13:09:41,15,2018-06-05 13:09:41
4821,1994,901,1131,15,2018-06-05 13:10:03,15,2018-06-05 13:10:03
4822,1993,601,931,15,2018-06-05 13:10:26,15,2018-06-05 13:10:26
4823,1992,1001,831,15,2018-06-05 13:10:46,15,2018-06-05 13:10:46
4824,1806,601,831,15,2018-06-05 13:15:17,15,2018-06-05 13:15:17
4825,1806,1101,1231,15,2018-06-05 13:15:17,15,2018-06-05 13:15:17
4826,1703,101,1231,15,2018-06-05 13:19:55,15,2018-06-05 13:19:55
4827,1678,101,1231,15,2018-06-05 13:20:54,15,2018-06-05 13:20:54
4828,1658,101,1231,15,2018-06-05 13:22:40,15,2018-06-05 13:22:40
4829,363,1101,231,15,2018-06-05 13:24:41,15,2018-06-05 13:24:41
4830,361,1115,331,15,2018-06-05 13:25:04,15,2018-06-05 13:25:04
4831,308,401,531,15,2018-06-05 13:28:22,15,2018-06-05 13:28:22
4832,298,401,531,15,2018-06-05 13:29:33,15,2018-06-05 13:29:33
4833,295,1101,231,15,2018-06-05 13:30:09,15,2018-06-05 13:30:09
4834,295,401,531,15,2018-06-05 13:30:09,15,2018-06-05 13:30:09
4835,183,401,630,15,2018-06-05 13:35:35,15,2018-06-05 13:35:35
4836,183,1001,1130,15,2018-06-05 13:35:35,15,2018-06-05 13:35:35
4837,182,401,531,15,2018-06-05 13:35:57,15,2018-06-05 13:35:57
4838,130,701,931,15,2018-06-05 13:39:12,15,2018-06-05 13:39:12
4839,125,601,831,15,2018-06-05 13:39:44,15,2018-06-05 13:39:44
4840,124,601,831,15,2018-06-05 13:40:06,15,2018-06-05 13:40:06
4841,122,701,831,15,2018-06-05 13:40:45,15,2018-06-05 13:40:45
4842,99,501,631,15,2018-06-05 13:42:53,15,2018-06-05 13:42:53
4843,99,1001,1131,15,2018-06-05 13:42:53,15,2018-06-05 13:42:53
4844,71,701,931,15,2018-06-05 13:45:28,15,2018-06-05 13:45:28
4845,61,1001,630,15,2018-06-05 13:46:15,15,2018-06-05 13:46:15
4846,59,1201,631,15,2018-06-05 13:47:55,15,2018-06-05 13:47:55
4847,49,801,1130,15,2018-06-05 13:49:00,15,2018-06-05 13:49:00
4848,44,801,1130,15,2018-06-05 13:49:30,15,2018-06-05 13:49:30
4849,43,601,931,15,2018-06-05 13:49:56,15,2018-06-05 13:49:56
4850,21,601,931,15,2018-06-05 13:51:48,15,2018-06-05 13:51:48
4851,20,601,931,15,2018-06-05 13:52:12,15,2018-06-05 13:52:12
4852,15,1001,630,15,2018-06-05 13:52:42,15,2018-06-05 13:52:42
4853,14,101,1231,15,2018-06-05 13:53:12,15,2018-06-05 13:53:12
4854,14,501,1031,15,2018-06-05 13:53:12,15,2018-06-05 13:53:12
4855,12,101,1231,15,2018-06-05 13:55:00,15,2018-06-05 13:55:00
4856,12,501,1031,15,2018-06-05 13:55:00,15,2018-06-05 13:55:00
4857,10,101,1231,15,2018-06-05 13:56:02,15,2018-06-05 13:56:02
4858,10,1020,131,15,2018-06-05 13:56:02,15,2018-06-05 13:56:02
4859,2,101,1231,15,2018-06-05 13:56:36,15,2018-06-05 13:56:36
4860,1,101,1231,15,2018-06-05 13:56:59,15,2018-06-05 13:56:59
